,RdeltaB,Bpre,Bpost,itemideology,itemnum,partideology,ide_ms,ide_abs,partnum
16574,4,59,63,3,6,84.0,2.0,84.0,2071
16575,6,0,6,3,7,84.0,2.0,84.0,2071
16576,-1,86,85,1,0,84.0,2.0,84.0,2072
16577,-3,91,88,1,1,84.0,2.0,84.0,2072
16578,-11,100,89,2,2,84.0,2.0,84.0,2072
16579,10,81,91,2,3,84.0,2.0,84.0,2072
16580,-22,97,75,3,4,84.0,2.0,84.0,2072
16581,7,82,89,3,5,84.0,2.0,84.0,2072
16582,3,84,87,3,6,84.0,2.0,84.0,2072
16583,1,87,88,3,7,84.0,2.0,84.0,2072
16584,5,24,29,1,0,84.0,2.0,84.0,2073
16585,-50,65,15,1,1,84.0,2.0,84.0,2073
16586,17,8,25,2,2,84.0,2.0,84.0,2073
16587,2,62,64,2,3,84.0,2.0,84.0,2073
16588,-1,61,60,3,4,84.0,2.0,84.0,2073
16589,16,57,73,3,5,84.0,2.0,84.0,2073
16590,-1,41,40,3,6,84.0,2.0,84.0,2073
16591,-31,55,24,3,7,84.0,2.0,84.0,2073
16592,0,10,10,1,0,85.0,2.0,85.0,2074
16593,0,0,0,1,1,85.0,2.0,85.0,2074
16594,0,75,75,2,2,85.0,2.0,85.0,2074
16595,-1,76,75,2,3,85.0,2.0,85.0,2074
16596,1,84,85,3,4,85.0,2.0,85.0,2074
16597,27,50,77,3,5,85.0,2.0,85.0,2074
16598,0,75,75,3,6,85.0,2.0,85.0,2074
16599,0,10,10,3,7,85.0,2.0,85.0,2074
16600,-3,14,11,1,0,85.0,2.0,85.0,2075
16601,-2,41,39,1,1,85.0,2.0,85.0,2075
16602,12,50,62,2,2,85.0,2.0,85.0,2075
16603,2,15,17,2,3,85.0,2.0,85.0,2075
16604,-4,68,64,3,4,85.0,2.0,85.0,2075
16605,2,38,40,3,5,85.0,2.0,85.0,2075
16606,0,50,50,3,6,85.0,2.0,85.0,2075
16607,5,22,27,3,7,85.0,2.0,85.0,2075
16608,24,0,24,1,0,85.0,2.0,85.0,2076
16609,-8,8,0,1,1,85.0,2.0,85.0,2076
16610,17,83,100,2,2,85.0,2.0,85.0,2076
16611,0,100,100,2,3,85.0,2.0,85.0,2076
16612,72,28,100,3,4,85.0,2.0,85.0,2076
16613,-7,34,27,3,5,85.0,2.0,85.0,2076
16614,0,100,100,3,6,85.0,2.0,85.0,2076
16615,35,0,35,3,7,85.0,2.0,85.0,2076
16616,17,83,100,1,0,85.0,2.0,85.0,2077
16617,-1,79,78,1,1,85.0,2.0,85.0,2077
16618,45,23,68,2,2,85.0,2.0,85.0,2077
16619,-22,100,78,2,3,85.0,2.0,85.0,2077
16620,7,71,78,3,4,85.0,2.0,85.0,2077
16621,-7,79,72,3,5,85.0,2.0,85.0,2077
16622,27,73,100,3,6,85.0,2.0,85.0,2077
16623,64,6,70,3,7,85.0,2.0,85.0,2077
16624,89,0,89,1,0,85.0,2.0,85.0,2078
16625,79,8,87,1,1,85.0,2.0,85.0,2078
16626,13,69,82,2,2,85.0,2.0,85.0,2078
16627,76,5,81,2,3,85.0,2.0,85.0,2078
16628,71,20,91,3,4,85.0,2.0,85.0,2078
16629,75,12,87,3,5,85.0,2.0,85.0,2078
16630,85,0,85,3,6,85.0,2.0,85.0,2078
16631,50,23,73,3,7,85.0,2.0,85.0,2078
16632,54,25,79,1,0,85.0,2.0,85.0,2079
16633,64,30,94,1,1,85.0,2.0,85.0,2079
16634,45,55,100,2,2,85.0,2.0,85.0,2079
16635,-4,90,86,2,3,85.0,2.0,85.0,2079
16636,53,40,93,3,4,85.0,2.0,85.0,2079
16637,-18,56,38,3,5,85.0,2.0,85.0,2079
16638,28,65,93,3,6,85.0,2.0,85.0,2079
16639,-26,35,9,3,7,85.0,2.0,85.0,2079
16640,2,42,44,1,0,85.0,2.0,85.0,2080
16641,0,70,70,1,1,85.0,2.0,85.0,2080
16642,-9,40,31,2,2,85.0,2.0,85.0,2080
16643,15,21,36,2,3,85.0,2.0,85.0,2080
16644,-15,77,62,3,4,85.0,2.0,85.0,2080
16645,18,22,40,3,5,85.0,2.0,85.0,2080
16646,10,29,39,3,6,85.0,2.0,85.0,2080
16647,-30,75,45,3,7,85.0,2.0,85.0,2080
16648,60,33,93,1,0,85.0,2.0,85.0,2081
16649,67,24,91,1,1,85.0,2.0,85.0,2081
16650,26,74,100,2,2,85.0,2.0,85.0,2081
16651,0,100,100,2,3,85.0,2.0,85.0,2081
16652,22,78,100,3,4,85.0,2.0,85.0,2081
16653,92,7,99,3,5,85.0,2.0,85.0,2081
16654,65,35,100,3,6,85.0,2.0,85.0,2081
16655,41,59,100,3,7,85.0,2.0,85.0,2081
16656,76,3,79,1,0,85.0,2.0,85.0,2082
16657,3,0,3,1,1,85.0,2.0,85.0,2082
16658,18,80,98,2,2,85.0,2.0,85.0,2082
16659,34,0,34,2,3,85.0,2.0,85.0,2082
16660,20,47,67,3,4,85.0,2.0,85.0,2082
16661,13,2,15,3,5,85.0,2.0,85.0,2082
16662,-4,8,4,3,6,85.0,2.0,85.0,2082
16663,3,7,10,3,7,85.0,2.0,85.0,2082
16664,-16,50,34,1,0,85.0,2.0,85.0,2083
16665,-15,17,2,1,1,85.0,2.0,85.0,2083
16666,18,82,100,2,2,85.0,2.0,85.0,2083
16667,50,0,50,2,3,85.0,2.0,85.0,2083
16668,-5,41,36,3,4,85.0,2.0,85.0,2083
16669,25,50,75,3,5,85.0,2.0,85.0,2083
16670,0,100,100,3,6,85.0,2.0,85.0,2083
16671,38,34,72,3,7,85.0,2.0,85.0,2083
16672,0,0,0,1,0,85.0,2.0,85.0,2084
16673,0,0,0,1,1,85.0,2.0,85.0,2084
16674,0,100,100,2,2,85.0,2.0,85.0,2084
16675,8,74,82,2,3,85.0,2.0,85.0,2084
16676,-1,24,23,3,4,85.0,2.0,85.0,2084
16677,8,3,11,3,5,85.0,2.0,85.0,2084
16678,6,20,26,3,6,85.0,2.0,85.0,2084
16679,0,0,0,3,7,85.0,2.0,85.0,2084
16680,65,0,65,1,0,85.0,2.0,85.0,2085
16681,40,50,90,1,1,85.0,2.0,85.0,2085
16682,0,100,100,2,2,85.0,2.0,85.0,2085
16683,0,100,100,2,3,85.0,2.0,85.0,2085
16684,25,50,75,3,4,85.0,2.0,85.0,2085
16685,100,0,100,3,5,85.0,2.0,85.0,2085
16686,50,0,50,3,6,85.0,2.0,85.0,2085
16687,75,0,75,3,7,85.0,2.0,85.0,2085
16688,100,0,100,1,0,85.0,2.0,85.0,2086
16689,-16,36,20,1,1,85.0,2.0,85.0,2086
16690,-43,69,26,2,2,85.0,2.0,85.0,2086
16691,75,9,84,2,3,85.0,2.0,85.0,2086
16692,54,46,100,3,4,85.0,2.0,85.0,2086
16693,-100,100,0,3,5,85.0,2.0,85.0,2086
16694,14,86,100,3,6,85.0,2.0,85.0,2086
16695,20,0,20,3,7,85.0,2.0,85.0,2086
16696,5,19,24,1,0,85.0,2.0,85.0,2087
16697,14,80,94,1,1,85.0,2.0,85.0,2087
16698,11,89,100,2,2,85.0,2.0,85.0,2087
16699,0,100,100,2,3,85.0,2.0,85.0,2087
16700,-5,5,0,3,4,85.0,2.0,85.0,2087
16701,80,10,90,3,5,85.0,2.0,85.0,2087
16702,0,50,50,3,6,85.0,2.0,85.0,2087
16703,11,6,17,3,7,85.0,2.0,85.0,2087
16704,54,3,57,1,0,85.0,2.0,85.0,2088
16705,45,1,46,1,1,85.0,2.0,85.0,2088
16706,-2,97,95,2,2,85.0,2.0,85.0,2088
16707,3,97,100,2,3,85.0,2.0,85.0,2088
16708,2,62,64,3,4,85.0,2.0,85.0,2088
16709,7,48,55,3,5,85.0,2.0,85.0,2088
16710,4,8,12,3,6,85.0,2.0,85.0,2088
16711,47,11,58,3,7,85.0,2.0,85.0,2088
16712,43,42,85,1,0,85.0,2.0,85.0,2089
16713,40,38,78,1,1,85.0,2.0,85.0,2089
16714,13,87,100,2,2,85.0,2.0,85.0,2089
16715,0,100,100,2,3,85.0,2.0,85.0,2089
16716,25,67,92,3,4,85.0,2.0,85.0,2089
16717,63,28,91,3,5,85.0,2.0,85.0,2089
16718,31,68,99,3,6,85.0,2.0,85.0,2089
16719,67,21,88,3,7,85.0,2.0,85.0,2089
16720,-1,86,85,1,0,85.0,2.0,85.0,2090
16721,-60,79,19,1,1,85.0,2.0,85.0,2090
16722,2,84,86,2,2,85.0,2.0,85.0,2090
16723,-1,84,83,2,3,85.0,2.0,85.0,2090
16724,1,84,85,3,4,85.0,2.0,85.0,2090
16725,6,85,91,3,5,85.0,2.0,85.0,2090
16726,-5,86,81,3,6,85.0,2.0,85.0,2090
16727,0,84,84,3,7,85.0,2.0,85.0,2090
16728,70,0,70,1,0,85.0,2.0,85.0,2091
16729,30,40,70,1,1,85.0,2.0,85.0,2091
16730,10,90,100,2,2,85.0,2.0,85.0,2091
16731,0,100,100,2,3,85.0,2.0,85.0,2091
16732,76,24,100,3,4,85.0,2.0,85.0,2091
16733,90,10,100,3,5,85.0,2.0,85.0,2091
16734,62,38,100,3,6,85.0,2.0,85.0,2091
16735,30,0,30,3,7,85.0,2.0,85.0,2091
16736,90,2,92,1,0,85.0,2.0,85.0,2092
16737,79,8,87,1,1,85.0,2.0,85.0,2092
16738,9,5,14,2,2,85.0,2.0,85.0,2092
16739,70,20,90,2,3,85.0,2.0,85.0,2092
16740,82,4,86,3,4,85.0,2.0,85.0,2092
16741,7,6,13,3,5,85.0,2.0,85.0,2092
16742,5,4,9,3,6,85.0,2.0,85.0,2092
16743,5,6,11,3,7,85.0,2.0,85.0,2092
16744,-6,40,34,1,0,85.0,2.0,85.0,2093
16745,-19,51,32,1,1,85.0,2.0,85.0,2093
16746,-2,37,35,2,2,85.0,2.0,85.0,2093
16747,-7,49,42,2,3,85.0,2.0,85.0,2093
16748,6,44,50,3,4,85.0,2.0,85.0,2093
16749,10,50,60,3,5,85.0,2.0,85.0,2093
16750,-10,38,28,3,6,85.0,2.0,85.0,2093
16751,6,39,45,3,7,85.0,2.0,85.0,2093
16752,5,61,66,1,0,86.0,2.0,86.0,2094
16753,0,31,31,1,1,86.0,2.0,86.0,2094
16754,42,23,65,2,2,86.0,2.0,86.0,2094
16755,6,78,84,2,3,86.0,2.0,86.0,2094
16756,-4,80,76,3,4,86.0,2.0,86.0,2094
16757,1,38,39,3,5,86.0,2.0,86.0,2094
16758,12,66,78,3,6,86.0,2.0,86.0,2094
16759,58,5,63,3,7,86.0,2.0,86.0,2094
16760,4,0,4,1,0,86.0,2.0,86.0,2095
16761,0,0,0,1,1,86.0,2.0,86.0,2095
16762,5,76,81,2,2,86.0,2.0,86.0,2095
16763,89,0,89,2,3,86.0,2.0,86.0,2095
16764,-1,58,57,3,4,86.0,2.0,86.0,2095
16765,37,17,54,3,5,86.0,2.0,86.0,2095
16766,11,9,20,3,6,86.0,2.0,86.0,2095
16767,-10,38,28,3,7,86.0,2.0,86.0,2095
16768,3,33,36,1,0,86.0,2.0,86.0,2096
16769,31,50,81,1,1,86.0,2.0,86.0,2096
16770,4,32,36,2,2,86.0,2.0,86.0,2096
16771,0,49,49,2,3,86.0,2.0,86.0,2096
16772,-6,57,51,3,4,86.0,2.0,86.0,2096
16773,43,36,79,3,5,86.0,2.0,86.0,2096
16774,-13,49,36,3,6,86.0,2.0,86.0,2096
16775,51,33,84,3,7,86.0,2.0,86.0,2096
16776,-1,1,0,1,0,86.0,2.0,86.0,2097
16777,0,0,0,1,1,86.0,2.0,86.0,2097
16778,0,50,50,2,2,86.0,2.0,86.0,2097
16779,50,50,100,2,3,86.0,2.0,86.0,2097
16780,50,50,100,3,4,86.0,2.0,86.0,2097
16781,50,50,100,3,5,86.0,2.0,86.0,2097
16782,50,50,100,3,6,86.0,2.0,86.0,2097
16783,50,50,100,3,7,86.0,2.0,86.0,2097
16784,42,43,85,1,0,86.0,2.0,86.0,2098
16785,9,83,92,1,1,86.0,2.0,86.0,2098
16786,64,24,88,2,2,86.0,2.0,86.0,2098
16787,45,32,77,2,3,86.0,2.0,86.0,2098
16788,45,47,92,3,4,86.0,2.0,86.0,2098
16789,5,58,63,3,5,86.0,2.0,86.0,2098
16790,10,83,93,3,6,86.0,2.0,86.0,2098
16791,-8,25,17,3,7,86.0,2.0,86.0,2098
16792,-62,81,19,1,0,86.0,2.0,86.0,2099
16793,-1,17,16,1,1,86.0,2.0,86.0,2099
16794,-11,35,24,2,2,86.0,2.0,86.0,2099
16795,-52,75,23,2,3,86.0,2.0,86.0,2099
16796,8,83,91,3,4,86.0,2.0,86.0,2099
16797,16,19,35,3,5,86.0,2.0,86.0,2099
16798,4,39,43,3,6,86.0,2.0,86.0,2099
16799,6,14,20,3,7,86.0,2.0,86.0,2099
16800,100,0,100,1,0,86.0,2.0,86.0,2100
16801,89,0,89,1,1,86.0,2.0,86.0,2100
16802,89,0,89,2,2,86.0,2.0,86.0,2100
16803,0,0,0,2,3,86.0,2.0,86.0,2100
16804,100,0,100,3,4,86.0,2.0,86.0,2100
16805,100,0,100,3,5,86.0,2.0,86.0,2100
16806,12,88,100,3,6,86.0,2.0,86.0,2100
16807,100,0,100,3,7,86.0,2.0,86.0,2100
16808,-57,78,21,1,0,86.0,2.0,86.0,2101
16809,10,79,89,1,1,86.0,2.0,86.0,2101
16810,-1,20,19,2,2,86.0,2.0,86.0,2101
16811,-5,81,76,2,3,86.0,2.0,86.0,2101
16812,-3,84,81,3,4,86.0,2.0,86.0,2101
16813,-5,23,18,3,5,86.0,2.0,86.0,2101
16814,-13,18,5,3,6,86.0,2.0,86.0,2101
16815,0,16,16,3,7,86.0,2.0,86.0,2101
16816,-59,85,26,1,0,86.0,2.0,86.0,2102
16817,57,26,83,1,1,86.0,2.0,86.0,2102
16818,-6,85,79,2,2,86.0,2.0,86.0,2102
16819,-4,84,80,2,3,86.0,2.0,86.0,2102
16820,-4,81,77,3,4,86.0,2.0,86.0,2102
16821,-54,80,26,3,5,86.0,2.0,86.0,2102
16822,8,78,86,3,6,86.0,2.0,86.0,2102
16823,-5,87,82,3,7,86.0,2.0,86.0,2102
16824,39,61,100,1,0,86.0,2.0,86.0,2103
16825,9,91,100,1,1,86.0,2.0,86.0,2103
16826,56,44,100,2,2,86.0,2.0,86.0,2103
16827,23,63,86,2,3,86.0,2.0,86.0,2103
16828,34,64,98,3,4,86.0,2.0,86.0,2103
16829,67,25,92,3,5,86.0,2.0,86.0,2103
16830,63,37,100,3,6,86.0,2.0,86.0,2103
16831,8,17,25,3,7,86.0,2.0,86.0,2103
16832,0,0,0,1,0,86.0,2.0,86.0,2104
16833,-10,10,0,1,1,86.0,2.0,86.0,2104
16834,-4,49,45,2,2,86.0,2.0,86.0,2104
16835,-5,5,0,2,3,86.0,2.0,86.0,2104
16836,-27,27,0,3,4,86.0,2.0,86.0,2104
16837,37,16,53,3,5,86.0,2.0,86.0,2104
16838,0,100,100,3,6,86.0,2.0,86.0,2104
16839,2,50,52,3,7,86.0,2.0,86.0,2104
16840,64,15,79,1,0,86.0,2.0,86.0,2105
16841,2,78,80,1,1,86.0,2.0,86.0,2105
16842,76,6,82,2,2,86.0,2.0,86.0,2105
16843,30,52,82,2,3,86.0,2.0,86.0,2105
16844,14,80,94,3,4,86.0,2.0,86.0,2105
16845,28,49,77,3,5,86.0,2.0,86.0,2105
16846,69,21,90,3,6,86.0,2.0,86.0,2105
16847,63,5,68,3,7,86.0,2.0,86.0,2105
16848,11,0,11,1,0,86.0,2.0,86.0,2106
16849,0,37,37,1,1,86.0,2.0,86.0,2106
16850,-9,73,64,2,2,86.0,2.0,86.0,2106
16851,3,80,83,2,3,86.0,2.0,86.0,2106
16852,6,94,100,3,4,86.0,2.0,86.0,2106
16853,-29,29,0,3,5,86.0,2.0,86.0,2106
16854,-12,12,0,3,6,86.0,2.0,86.0,2106
16855,-3,14,11,3,7,86.0,2.0,86.0,2106
16856,0,0,0,1,0,86.0,2.0,86.0,2107
16857,-2,48,46,1,1,86.0,2.0,86.0,2107
16858,-23,95,72,2,2,86.0,2.0,86.0,2107
16859,-7,79,72,2,3,86.0,2.0,86.0,2107
16860,1,55,56,3,4,86.0,2.0,86.0,2107
16861,14,48,62,3,5,86.0,2.0,86.0,2107
16862,6,37,43,3,6,86.0,2.0,86.0,2107
16863,7,31,38,3,7,86.0,2.0,86.0,2107
16864,-15,95,80,1,0,86.0,2.0,86.0,2108
16865,-10,95,85,1,1,86.0,2.0,86.0,2108
16866,10,87,97,2,2,86.0,2.0,86.0,2108
16867,-5,92,87,2,3,86.0,2.0,86.0,2108
16868,-16,95,79,3,4,86.0,2.0,86.0,2108
16869,2,91,93,3,5,86.0,2.0,86.0,2108
16870,-7,93,86,3,6,86.0,2.0,86.0,2108
16871,-7,90,83,3,7,86.0,2.0,86.0,2108
16872,-13,49,36,1,0,86.0,2.0,86.0,2109
16873,-85,97,12,1,1,86.0,2.0,86.0,2109
16874,12,62,74,2,2,86.0,2.0,86.0,2109
16875,-100,100,0,2,3,86.0,2.0,86.0,2109
16876,-2,66,64,3,4,86.0,2.0,86.0,2109
16877,4,49,53,3,5,86.0,2.0,86.0,2109
16878,34,29,63,3,6,86.0,2.0,86.0,2109
16879,29,2,31,3,7,86.0,2.0,86.0,2109
16880,75,23,98,1,0,86.0,2.0,86.0,2110
16881,6,94,100,1,1,86.0,2.0,86.0,2110
16882,8,92,100,2,2,86.0,2.0,86.0,2110
16883,16,84,100,2,3,86.0,2.0,86.0,2110
16884,46,54,100,3,4,86.0,2.0,86.0,2110
16885,57,43,100,3,5,86.0,2.0,86.0,2110
16886,8,92,100,3,6,86.0,2.0,86.0,2110
16887,71,29,100,3,7,86.0,2.0,86.0,2110
16888,28,67,95,1,0,86.0,2.0,86.0,2111
16889,26,48,74,1,1,86.0,2.0,86.0,2111
16890,32,45,77,2,2,86.0,2.0,86.0,2111
16891,-4,89,85,2,3,86.0,2.0,86.0,2111
16892,36,63,99,3,4,86.0,2.0,86.0,2111
16893,32,68,100,3,5,86.0,2.0,86.0,2111
16894,-39,68,29,3,6,86.0,2.0,86.0,2111
16895,36,64,100,3,7,86.0,2.0,86.0,2111
16896,-9,93,84,1,0,86.0,2.0,86.0,2112
16897,-1,84,83,1,1,86.0,2.0,86.0,2112
16898,-2,86,84,2,2,86.0,2.0,86.0,2112
16899,-5,91,86,2,3,86.0,2.0,86.0,2112
16900,3,83,86,3,4,86.0,2.0,86.0,2112
16901,-3,77,74,3,5,86.0,2.0,86.0,2112
16902,5,78,83,3,6,86.0,2.0,86.0,2112
16903,-7,89,82,3,7,86.0,2.0,86.0,2112
16904,63,26,89,1,0,86.0,2.0,86.0,2113
16905,-2,88,86,1,1,86.0,2.0,86.0,2113
16906,17,72,89,2,2,86.0,2.0,86.0,2113
16907,-1,69,68,2,3,86.0,2.0,86.0,2113
16908,2,76,78,3,4,86.0,2.0,86.0,2113
16909,-44,71,27,3,5,86.0,2.0,86.0,2113
16910,-8,74,66,3,6,86.0,2.0,86.0,2113
16911,-1,27,26,3,7,86.0,2.0,86.0,2113
16912,3,76,79,1,0,86.0,2.0,86.0,2114
16913,-8,12,4,1,1,86.0,2.0,86.0,2114
16914,38,50,88,2,2,86.0,2.0,86.0,2114
16915,76,24,100,2,3,86.0,2.0,86.0,2114
16916,34,43,77,3,4,86.0,2.0,86.0,2114
16917,54,46,100,3,5,86.0,2.0,86.0,2114
16918,72,28,100,3,6,86.0,2.0,86.0,2114
16919,16,50,66,3,7,86.0,2.0,86.0,2114
16920,47,32,79,1,0,86.0,2.0,86.0,2115
16921,47,27,74,1,1,86.0,2.0,86.0,2115
16922,33,42,75,2,2,86.0,2.0,86.0,2115
16923,54,19,73,2,3,86.0,2.0,86.0,2115
16924,25,57,82,3,4,86.0,2.0,86.0,2115
16925,30,40,70,3,5,86.0,2.0,86.0,2115
16926,40,36,76,3,6,86.0,2.0,86.0,2115
16927,39,34,73,3,7,86.0,2.0,86.0,2115
16928,60,30,90,1,0,86.0,2.0,86.0,2116
16929,34,61,95,1,1,86.0,2.0,86.0,2116
16930,4,96,100,2,2,86.0,2.0,86.0,2116
16931,13,87,100,2,3,86.0,2.0,86.0,2116
16932,39,61,100,3,4,86.0,2.0,86.0,2116
16933,42,58,100,3,5,86.0,2.0,86.0,2116
16934,52,48,100,3,6,86.0,2.0,86.0,2116
16935,72,17,89,3,7,86.0,2.0,86.0,2116
16936,16,0,16,1,0,87.0,2.0,87.0,2117
16937,-58,58,0,1,1,87.0,2.0,87.0,2117
16938,-45,70,25,2,2,87.0,2.0,87.0,2117
16939,-21,87,66,2,3,87.0,2.0,87.0,2117
16940,10,50,60,3,4,87.0,2.0,87.0,2117
16941,33,30,63,3,5,87.0,2.0,87.0,2117
16942,0,100,100,3,6,87.0,2.0,87.0,2117
16943,13,1,14,3,7,87.0,2.0,87.0,2117
16944,0,0,0,1,0,87.0,2.0,87.0,2118
16945,-68,93,25,1,1,87.0,2.0,87.0,2118
16946,-3,28,25,2,2,87.0,2.0,87.0,2118
16947,100,0,100,2,3,87.0,2.0,87.0,2118
16948,-6,31,25,3,4,87.0,2.0,87.0,2118
16949,-1,21,20,3,5,87.0,2.0,87.0,2118
16950,-3,90,87,3,6,87.0,2.0,87.0,2118
16951,0,0,0,3,7,87.0,2.0,87.0,2118
16952,4,18,22,1,0,87.0,2.0,87.0,2119
16953,18,75,93,1,1,87.0,2.0,87.0,2119
16954,-58,73,15,2,2,87.0,2.0,87.0,2119
16955,-5,19,14,2,3,87.0,2.0,87.0,2119
16956,-8,23,15,3,4,87.0,2.0,87.0,2119
16957,-4,15,11,3,5,87.0,2.0,87.0,2119
16958,-53,67,14,3,6,87.0,2.0,87.0,2119
16959,-18,27,9,3,7,87.0,2.0,87.0,2119
16960,85,15,100,1,0,87.0,2.0,87.0,2120
16961,100,0,100,1,1,87.0,2.0,87.0,2120
16962,0,100,100,2,2,87.0,2.0,87.0,2120
16963,-100,100,0,2,3,87.0,2.0,87.0,2120
16964,23,77,100,3,4,87.0,2.0,87.0,2120
16965,50,50,100,3,5,87.0,2.0,87.0,2120
16966,100,0,100,3,6,87.0,2.0,87.0,2120
16967,40,60,100,3,7,87.0,2.0,87.0,2120
16968,0,16,16,1,0,87.0,2.0,87.0,2121
16969,55,19,74,1,1,87.0,2.0,87.0,2121
16970,-9,87,78,2,2,87.0,2.0,87.0,2121
16971,7,13,20,2,3,87.0,2.0,87.0,2121
16972,7,30,37,3,4,87.0,2.0,87.0,2121
16973,45,38,83,3,5,87.0,2.0,87.0,2121
16974,-24,54,30,3,6,87.0,2.0,87.0,2121
16975,-12,39,27,3,7,87.0,2.0,87.0,2121
16976,100,0,100,1,0,87.0,2.0,87.0,2122
16977,69,31,100,1,1,87.0,2.0,87.0,2122
16978,15,85,100,2,2,87.0,2.0,87.0,2122
16979,99,1,100,2,3,87.0,2.0,87.0,2122
16980,30,70,100,3,4,87.0,2.0,87.0,2122
16981,40,60,100,3,5,87.0,2.0,87.0,2122
16982,90,10,100,3,6,87.0,2.0,87.0,2122
16983,84,16,100,3,7,87.0,2.0,87.0,2122
16984,10,83,93,1,0,87.0,2.0,87.0,2123
16985,-72,82,10,1,1,87.0,2.0,87.0,2123
16986,7,91,98,2,2,87.0,2.0,87.0,2123
16987,90,0,90,2,3,87.0,2.0,87.0,2123
16988,5,82,87,3,4,87.0,2.0,87.0,2123
16989,-20,99,79,3,5,87.0,2.0,87.0,2123
16990,6,85,91,3,6,87.0,2.0,87.0,2123
16991,43,36,79,3,7,87.0,2.0,87.0,2123
16992,100,0,100,1,0,88.0,2.0,88.0,2124
16993,100,0,100,1,1,88.0,2.0,88.0,2124
16994,21,79,100,2,2,88.0,2.0,88.0,2124
16995,100,0,100,2,3,88.0,2.0,88.0,2124
16996,60,40,100,3,4,88.0,2.0,88.0,2124
16997,65,34,99,3,5,88.0,2.0,88.0,2124
16998,25,75,100,3,6,88.0,2.0,88.0,2124
16999,-6,100,94,3,7,88.0,2.0,88.0,2124
17000,0,0,0,1,0,88.0,2.0,88.0,2125
17001,100,0,100,1,1,88.0,2.0,88.0,2125
17002,40,0,40,2,2,88.0,2.0,88.0,2125
17003,100,0,100,2,3,88.0,2.0,88.0,2125
17004,-26,53,27,3,4,88.0,2.0,88.0,2125
17005,5,75,80,3,5,88.0,2.0,88.0,2125
17006,0,0,0,3,6,88.0,2.0,88.0,2125
17007,0,0,0,3,7,88.0,2.0,88.0,2125
17008,10,0,10,1,0,88.0,2.0,88.0,2126
17009,-3,11,8,1,1,88.0,2.0,88.0,2126
17010,13,50,63,2,2,88.0,2.0,88.0,2126
17011,0,100,100,2,3,88.0,2.0,88.0,2126
17012,5,60,65,3,4,88.0,2.0,88.0,2126
17013,10,51,61,3,5,88.0,2.0,88.0,2126
17014,-2,43,41,3,6,88.0,2.0,88.0,2126
17015,-16,23,7,3,7,88.0,2.0,88.0,2126
17016,43,18,61,1,0,88.0,2.0,88.0,2127
17017,74,5,79,1,1,88.0,2.0,88.0,2127
17018,12,88,100,2,2,88.0,2.0,88.0,2127
17019,80,20,100,2,3,88.0,2.0,88.0,2127
17020,29,71,100,3,4,88.0,2.0,88.0,2127
17021,83,17,100,3,5,88.0,2.0,88.0,2127
17022,37,63,100,3,6,88.0,2.0,88.0,2127
17023,-3,26,23,3,7,88.0,2.0,88.0,2127
17024,73,23,96,1,0,88.0,2.0,88.0,2128
17025,-43,45,2,1,1,88.0,2.0,88.0,2128
17026,50,50,100,2,2,88.0,2.0,88.0,2128
17027,31,69,100,2,3,88.0,2.0,88.0,2128
17028,50,48,98,3,4,88.0,2.0,88.0,2128
17029,67,33,100,3,5,88.0,2.0,88.0,2128
17030,34,66,100,3,6,88.0,2.0,88.0,2128
17031,64,31,95,3,7,88.0,2.0,88.0,2128
17032,50,0,50,1,0,88.0,2.0,88.0,2129
17033,7,14,21,1,1,88.0,2.0,88.0,2129
17034,12,53,65,2,2,88.0,2.0,88.0,2129
17035,24,38,62,2,3,88.0,2.0,88.0,2129
17036,-1,72,71,3,4,88.0,2.0,88.0,2129
17037,17,0,17,3,5,88.0,2.0,88.0,2129
17038,19,69,88,3,6,88.0,2.0,88.0,2129
17039,35,3,38,3,7,88.0,2.0,88.0,2129
17040,1,83,84,1,0,88.0,2.0,88.0,2130
17041,3,77,80,1,1,88.0,2.0,88.0,2130
17042,6,79,85,2,2,88.0,2.0,88.0,2130
17043,1,88,89,2,3,88.0,2.0,88.0,2130
17044,5,81,86,3,4,88.0,2.0,88.0,2130
17045,-4,87,83,3,5,88.0,2.0,88.0,2130
17046,-33,74,41,3,6,88.0,2.0,88.0,2130
17047,4,63,67,3,7,88.0,2.0,88.0,2130
17048,40,41,81,1,0,89.0,2.0,89.0,2131
17049,21,69,90,1,1,89.0,2.0,89.0,2131
17050,22,67,89,2,2,89.0,2.0,89.0,2131
17051,-3,92,89,2,3,89.0,2.0,89.0,2131
17052,40,50,90,3,4,89.0,2.0,89.0,2131
17053,39,50,89,3,5,89.0,2.0,89.0,2131
17054,62,38,100,3,6,89.0,2.0,89.0,2131
17055,64,25,89,3,7,89.0,2.0,89.0,2131
17056,-3,3,0,1,0,89.0,2.0,89.0,2132
17057,100,0,100,1,1,89.0,2.0,89.0,2132
17058,-50,50,0,2,2,89.0,2.0,89.0,2132
17059,72,28,100,2,3,89.0,2.0,89.0,2132
17060,0,100,100,3,4,89.0,2.0,89.0,2132
17061,100,0,100,3,5,89.0,2.0,89.0,2132
17062,-100,100,0,3,6,89.0,2.0,89.0,2132
17063,14,86,100,3,7,89.0,2.0,89.0,2132
17064,7,0,7,1,0,89.0,2.0,89.0,2133
17065,5,86,91,1,1,89.0,2.0,89.0,2133
17066,-13,15,2,2,2,89.0,2.0,89.0,2133
