,RdeltaB,Bpre,Bpost,itemideology,itemnum,partideology,ide_ms,ide_abs,partnum
2086,16,84,100,3,6,14.0,1.0,86.0,260
2087,48,31,79,3,7,14.0,1.0,86.0,260
2088,30,25,55,1,0,14.0,1.0,86.0,261
2089,15,60,75,1,1,14.0,1.0,86.0,261
2090,15,25,40,2,2,14.0,1.0,86.0,261
2091,5,5,10,2,3,14.0,1.0,86.0,261
2092,-5,75,70,3,4,14.0,1.0,86.0,261
2093,10,70,80,3,5,14.0,1.0,86.0,261
2094,15,40,55,3,6,14.0,1.0,86.0,261
2095,35,5,40,3,7,14.0,1.0,86.0,261
2096,0,67,67,1,0,15.0,1.0,85.0,262
2097,28,72,100,1,1,15.0,1.0,85.0,262
2098,10,0,10,2,2,15.0,1.0,85.0,262
2099,10,52,62,2,3,15.0,1.0,85.0,262
2100,0,100,100,3,4,15.0,1.0,85.0,262
2101,1,75,76,3,5,15.0,1.0,85.0,262
2102,0,0,0,3,6,15.0,1.0,85.0,262
2103,18,0,18,3,7,15.0,1.0,85.0,262
2104,-5,42,37,1,0,15.0,1.0,85.0,263
2105,29,39,68,1,1,15.0,1.0,85.0,263
2106,6,17,23,2,2,15.0,1.0,85.0,263
2107,-30,45,15,2,3,15.0,1.0,85.0,263
2108,-21,21,0,3,4,15.0,1.0,85.0,263
2109,57,43,100,3,5,15.0,1.0,85.0,263
2110,67,24,91,3,6,15.0,1.0,85.0,263
2111,16,0,16,3,7,15.0,1.0,85.0,263
2112,35,40,75,1,0,15.0,1.0,85.0,264
2113,29,38,67,1,1,15.0,1.0,85.0,264
2114,-1,69,68,2,2,15.0,1.0,85.0,264
2115,24,17,41,2,3,15.0,1.0,85.0,264
2116,48,36,84,3,4,15.0,1.0,85.0,264
2117,54,29,83,3,5,15.0,1.0,85.0,264
2118,6,39,45,3,6,15.0,1.0,85.0,264
2119,34,36,70,3,7,15.0,1.0,85.0,264
2120,0,90,90,1,0,15.0,1.0,85.0,265
2121,6,69,75,1,1,15.0,1.0,85.0,265
2122,21,3,24,2,2,15.0,1.0,85.0,265
2123,-8,50,42,2,3,15.0,1.0,85.0,265
2124,-1,75,74,3,4,15.0,1.0,85.0,265
2125,0,50,50,3,5,15.0,1.0,85.0,265
2126,0,11,11,3,6,15.0,1.0,85.0,265
2127,-11,11,0,3,7,15.0,1.0,85.0,265
2128,5,65,70,1,0,15.0,1.0,85.0,266
2129,5,65,70,1,1,15.0,1.0,85.0,266
2130,22,13,35,2,2,15.0,1.0,85.0,266
2131,25,0,25,2,3,15.0,1.0,85.0,266
2132,0,70,70,3,4,15.0,1.0,85.0,266
2133,35,0,35,3,5,15.0,1.0,85.0,266
2134,5,70,75,3,6,15.0,1.0,85.0,266
2135,35,5,40,3,7,15.0,1.0,85.0,266
2136,83,5,88,1,0,15.0,1.0,85.0,267
2137,30,50,80,1,1,15.0,1.0,85.0,267
2138,30,50,80,2,2,15.0,1.0,85.0,267
2139,-49,74,25,2,3,15.0,1.0,85.0,267
2140,-4,83,79,3,4,15.0,1.0,85.0,267
2141,26,50,76,3,5,15.0,1.0,85.0,267
2142,58,22,80,3,6,15.0,1.0,85.0,267
2143,23,3,26,3,7,15.0,1.0,85.0,267
2144,33,64,97,1,0,15.0,1.0,85.0,268
2145,1,99,100,1,1,15.0,1.0,85.0,268
2146,71,0,71,2,2,15.0,1.0,85.0,268
2147,21,77,98,2,3,15.0,1.0,85.0,268
2148,22,61,83,3,4,15.0,1.0,85.0,268
2149,59,30,89,3,5,15.0,1.0,85.0,268
2150,0,100,100,3,6,15.0,1.0,85.0,268
2151,11,11,22,3,7,15.0,1.0,85.0,268
2152,28,60,88,1,0,15.0,1.0,85.0,269
2153,20,80,100,1,1,15.0,1.0,85.0,269
2154,1,25,26,2,2,15.0,1.0,85.0,269
2155,50,23,73,2,3,15.0,1.0,85.0,269
2156,18,56,74,3,4,15.0,1.0,85.0,269
2157,30,49,79,3,5,15.0,1.0,85.0,269
2158,5,95,100,3,6,15.0,1.0,85.0,269
2159,22,0,22,3,7,15.0,1.0,85.0,269
2160,15,75,90,1,0,15.0,1.0,85.0,270
2161,0,95,95,1,1,15.0,1.0,85.0,270
2162,10,60,70,2,2,15.0,1.0,85.0,270
2163,20,15,35,2,3,15.0,1.0,85.0,270
2164,5,80,85,3,4,15.0,1.0,85.0,270
2165,25,40,65,3,5,15.0,1.0,85.0,270
2166,10,75,85,3,6,15.0,1.0,85.0,270
2167,10,20,30,3,7,15.0,1.0,85.0,270
2168,18,79,97,1,0,16.0,1.0,84.0,271
2169,3,96,99,1,1,16.0,1.0,84.0,271
2170,84,2,86,2,2,16.0,1.0,84.0,271
2171,91,4,95,2,3,16.0,1.0,84.0,271
2172,21,78,99,3,4,16.0,1.0,84.0,271
2173,54,40,94,3,5,16.0,1.0,84.0,271
2174,31,64,95,3,6,16.0,1.0,84.0,271
2175,74,11,85,3,7,16.0,1.0,84.0,271
2176,0,68,68,1,0,16.0,1.0,84.0,272
2177,-7,74,67,1,1,16.0,1.0,84.0,272
2178,34,41,75,2,2,16.0,1.0,84.0,272
2179,8,65,73,2,3,16.0,1.0,84.0,272
2180,-1,75,74,3,4,16.0,1.0,84.0,272
2181,35,63,98,3,5,16.0,1.0,84.0,272
2182,8,32,40,3,6,16.0,1.0,84.0,272
2183,28,10,38,3,7,16.0,1.0,84.0,272
2184,9,87,96,1,0,16.0,1.0,84.0,273
2185,0,100,100,1,1,16.0,1.0,84.0,273
2186,1,0,1,2,2,16.0,1.0,84.0,273
2187,0,0,0,2,3,16.0,1.0,84.0,273
2188,3,27,30,3,4,16.0,1.0,84.0,273
2189,-4,78,74,3,5,16.0,1.0,84.0,273
2190,0,0,0,3,6,16.0,1.0,84.0,273
2191,0,0,0,3,7,16.0,1.0,84.0,273
2192,51,13,64,1,0,16.0,1.0,84.0,274
2193,-35,67,32,1,1,16.0,1.0,84.0,274
2194,-30,43,13,2,2,16.0,1.0,84.0,274
2195,14,67,81,2,3,16.0,1.0,84.0,274
2196,37,45,82,3,4,16.0,1.0,84.0,274
2197,-62,76,14,3,5,16.0,1.0,84.0,274
2198,-64,87,23,3,6,16.0,1.0,84.0,274
2199,-52,72,20,3,7,16.0,1.0,84.0,274
2200,-38,87,49,1,0,16.0,1.0,84.0,275
2201,0,50,50,1,1,16.0,1.0,84.0,275
2202,97,3,100,2,2,16.0,1.0,84.0,275
2203,29,65,94,2,3,16.0,1.0,84.0,275
2204,50,0,50,3,4,16.0,1.0,84.0,275
2205,10,50,60,3,5,16.0,1.0,84.0,275
2206,11,39,50,3,6,16.0,1.0,84.0,275
2207,52,0,52,3,7,16.0,1.0,84.0,275
2208,-11,66,55,1,0,16.0,1.0,84.0,276
2209,7,85,92,1,1,16.0,1.0,84.0,276
2210,55,30,85,2,2,16.0,1.0,84.0,276
2211,57,21,78,2,3,16.0,1.0,84.0,276
2212,30,51,81,3,4,16.0,1.0,84.0,276
2213,23,40,63,3,5,16.0,1.0,84.0,276
2214,57,43,100,3,6,16.0,1.0,84.0,276
2215,51,31,82,3,7,16.0,1.0,84.0,276
2216,50,50,100,1,0,16.0,1.0,84.0,277
2217,0,100,100,1,1,16.0,1.0,84.0,277
2218,18,60,78,2,2,16.0,1.0,84.0,277
2219,41,59,100,2,3,16.0,1.0,84.0,277
2220,68,32,100,3,4,16.0,1.0,84.0,277
2221,88,12,100,3,5,16.0,1.0,84.0,277
2222,0,100,100,3,6,16.0,1.0,84.0,277
2223,98,0,98,3,7,16.0,1.0,84.0,277
2224,-33,100,67,1,0,16.0,1.0,84.0,278
2225,-39,100,61,1,1,16.0,1.0,84.0,278
2226,-9,67,58,2,2,16.0,1.0,84.0,278
2227,-14,73,59,2,3,16.0,1.0,84.0,278
2228,7,44,51,3,4,16.0,1.0,84.0,278
2229,-4,52,48,3,5,16.0,1.0,84.0,278
2230,57,13,70,3,6,16.0,1.0,84.0,278
2231,-66,100,34,3,7,16.0,1.0,84.0,278
2232,14,70,84,1,0,17.0,1.0,83.0,279
2233,0,100,100,1,1,17.0,1.0,83.0,279
2234,73,4,77,2,2,17.0,1.0,83.0,279
2235,-26,50,24,2,3,17.0,1.0,83.0,279
2236,63,37,100,3,4,17.0,1.0,83.0,279
2237,30,50,80,3,5,17.0,1.0,83.0,279
2238,81,0,81,3,6,17.0,1.0,83.0,279
2239,-9,9,0,3,7,17.0,1.0,83.0,279
2240,-5,85,80,1,0,17.0,1.0,83.0,280
2241,0,100,100,1,1,17.0,1.0,83.0,280
2242,0,0,0,2,2,17.0,1.0,83.0,280
2243,2,0,2,2,3,17.0,1.0,83.0,280
2244,6,93,99,3,4,17.0,1.0,83.0,280
2245,1,0,1,3,5,17.0,1.0,83.0,280
2246,6,6,12,3,6,17.0,1.0,83.0,280
2247,5,0,5,3,7,17.0,1.0,83.0,280
2248,6,90,96,1,0,17.0,1.0,83.0,281
2249,73,17,90,1,1,17.0,1.0,83.0,281
2250,69,18,87,2,2,17.0,1.0,83.0,281
2251,-11,29,18,2,3,17.0,1.0,83.0,281
2252,8,81,89,3,4,17.0,1.0,83.0,281
2253,15,65,80,3,5,17.0,1.0,83.0,281
2254,56,33,89,3,6,17.0,1.0,83.0,281
2255,58,29,87,3,7,17.0,1.0,83.0,281
2256,20,0,20,1,0,17.0,1.0,83.0,282
2257,70,0,70,1,1,17.0,1.0,83.0,282
2258,10,61,71,2,2,17.0,1.0,83.0,282
2259,60,32,92,2,3,17.0,1.0,83.0,282
2260,-24,96,72,3,4,17.0,1.0,83.0,282
2261,1,44,45,3,5,17.0,1.0,83.0,282
2262,4,67,71,3,6,17.0,1.0,83.0,282
2263,56,18,74,3,7,17.0,1.0,83.0,282
2264,5,71,76,1,0,17.0,1.0,83.0,283
2265,64,15,79,1,1,17.0,1.0,83.0,283
2266,73,14,87,2,2,17.0,1.0,83.0,283
2267,39,38,77,2,3,17.0,1.0,83.0,283
2268,7,63,70,3,4,17.0,1.0,83.0,283
2269,28,42,70,3,5,17.0,1.0,83.0,283
2270,46,25,71,3,6,17.0,1.0,83.0,283
2271,68,8,76,3,7,17.0,1.0,83.0,283
2272,-42,68,26,1,0,17.0,1.0,83.0,284
2273,21,42,63,1,1,17.0,1.0,83.0,284
2274,46,16,62,2,2,17.0,1.0,83.0,284
2275,-14,63,49,2,3,17.0,1.0,83.0,284
2276,-26,63,37,3,4,17.0,1.0,83.0,284
2277,20,39,59,3,5,17.0,1.0,83.0,284
2278,26,25,51,3,6,17.0,1.0,83.0,284
2279,51,6,57,3,7,17.0,1.0,83.0,284
2280,33,62,95,1,0,17.0,1.0,83.0,285
2281,-3,100,97,1,1,17.0,1.0,83.0,285
2282,75,19,94,2,2,17.0,1.0,83.0,285
2283,91,1,92,2,3,17.0,1.0,83.0,285
2284,34,63,97,3,4,17.0,1.0,83.0,285
2285,24,73,97,3,5,17.0,1.0,83.0,285
2286,96,4,100,3,6,17.0,1.0,83.0,285
2287,88,2,90,3,7,17.0,1.0,83.0,285
2288,100,0,100,1,0,17.0,1.0,83.0,286
2289,1,99,100,1,1,17.0,1.0,83.0,286
2290,50,0,50,2,2,17.0,1.0,83.0,286
2291,0,0,0,2,3,17.0,1.0,83.0,286
2292,50,0,50,3,4,17.0,1.0,83.0,286
2293,98,2,100,3,5,17.0,1.0,83.0,286
2294,50,0,50,3,6,17.0,1.0,83.0,286
2295,-2,2,0,3,7,17.0,1.0,83.0,286
2296,-29,29,0,1,0,17.0,1.0,83.0,287
2297,69,31,100,1,1,17.0,1.0,83.0,287
2298,5,95,100,2,2,17.0,1.0,83.0,287
2299,7,93,100,2,3,17.0,1.0,83.0,287
2300,24,76,100,3,4,17.0,1.0,83.0,287
2301,86,14,100,3,5,17.0,1.0,83.0,287
2302,74,26,100,3,6,17.0,1.0,83.0,287
2303,-100,100,0,3,7,17.0,1.0,83.0,287
2304,41,50,91,1,0,17.0,1.0,83.0,288
2305,26,60,86,1,1,17.0,1.0,83.0,288
2306,56,31,87,2,2,17.0,1.0,83.0,288
2307,52,34,86,2,3,17.0,1.0,83.0,288
2308,51,36,87,3,4,17.0,1.0,83.0,288
2309,41,50,91,3,5,17.0,1.0,83.0,288
2310,5,80,85,3,6,17.0,1.0,83.0,288
2311,74,13,87,3,7,17.0,1.0,83.0,288
2312,0,100,100,1,0,18.0,1.0,82.0,289
2313,0,100,100,1,1,18.0,1.0,82.0,289
2314,50,0,50,2,2,18.0,1.0,82.0,289
2315,37,0,37,2,3,18.0,1.0,82.0,289
2316,-1,91,90,3,4,18.0,1.0,82.0,289
2317,26,50,76,3,5,18.0,1.0,82.0,289
2318,5,95,100,3,6,18.0,1.0,82.0,289
2319,12,0,12,3,7,18.0,1.0,82.0,289
2320,0,94,94,1,0,18.0,1.0,82.0,290
2321,-1,100,99,1,1,18.0,1.0,82.0,290
2322,-11,12,1,2,2,18.0,1.0,82.0,290
2323,2,1,3,2,3,18.0,1.0,82.0,290
2324,30,70,100,3,4,18.0,1.0,82.0,290
2325,11,88,99,3,5,18.0,1.0,82.0,290
2326,-13,15,2,3,6,18.0,1.0,82.0,290
2327,46,35,81,3,7,18.0,1.0,82.0,290
2328,11,61,72,1,0,18.0,1.0,82.0,291
2329,-25,75,50,1,1,18.0,1.0,82.0,291
2330,-8,83,75,2,2,18.0,1.0,82.0,291
2331,-30,80,50,2,3,18.0,1.0,82.0,291
2332,-7,75,68,3,4,18.0,1.0,82.0,291
2333,0,75,75,3,5,18.0,1.0,82.0,291
2334,50,50,100,3,6,18.0,1.0,82.0,291
2335,86,14,100,3,7,18.0,1.0,82.0,291
2336,59,41,100,1,0,18.0,1.0,82.0,292
2337,69,31,100,1,1,18.0,1.0,82.0,292
2338,92,8,100,2,2,18.0,1.0,82.0,292
2339,0,100,100,2,3,18.0,1.0,82.0,292
2340,36,64,100,3,4,18.0,1.0,82.0,292
2341,82,18,100,3,5,18.0,1.0,82.0,292
2342,47,53,100,3,6,18.0,1.0,82.0,292
2343,83,0,83,3,7,18.0,1.0,82.0,292
2344,-5,90,85,1,0,18.0,1.0,82.0,293
2345,77,5,82,1,1,18.0,1.0,82.0,293
2346,-3,16,13,2,2,18.0,1.0,82.0,293
2347,5,17,22,2,3,18.0,1.0,82.0,293
2348,26,50,76,3,4,18.0,1.0,82.0,293
2349,11,70,81,3,5,18.0,1.0,82.0,293
2350,-75,85,10,3,6,18.0,1.0,82.0,293
2351,69,15,84,3,7,18.0,1.0,82.0,293
2352,-11,50,39,1,0,18.0,1.0,82.0,294
2353,62,0,62,1,1,18.0,1.0,82.0,294
2354,5,0,5,2,2,18.0,1.0,82.0,294
2355,18,50,68,2,3,18.0,1.0,82.0,294
2356,7,64,71,3,4,18.0,1.0,82.0,294
2357,0,61,61,3,5,18.0,1.0,82.0,294
2358,87,13,100,3,6,18.0,1.0,82.0,294
2359,3,66,69,3,7,18.0,1.0,82.0,294
2360,23,77,100,1,0,18.0,1.0,82.0,295
2361,35,0,35,1,1,18.0,1.0,82.0,295
2362,36,0,36,2,2,18.0,1.0,82.0,295
2363,-55,100,45,2,3,18.0,1.0,82.0,295
2364,53,30,83,3,4,18.0,1.0,82.0,295
2365,49,23,72,3,5,18.0,1.0,82.0,295
2366,70,30,100,3,6,18.0,1.0,82.0,295
2367,78,11,89,3,7,18.0,1.0,82.0,295
2368,12,50,62,1,0,18.0,1.0,82.0,296
2369,2,98,100,1,1,18.0,1.0,82.0,296
2370,-15,50,35,2,2,18.0,1.0,82.0,296
2371,4,69,73,2,3,18.0,1.0,82.0,296
2372,1,92,93,3,4,18.0,1.0,82.0,296
2373,10,50,60,3,5,18.0,1.0,82.0,296
2374,0,50,50,3,6,18.0,1.0,82.0,296
2375,14,36,50,3,7,18.0,1.0,82.0,296
2376,10,90,100,1,0,18.0,1.0,82.0,297
2377,4,96,100,1,1,18.0,1.0,82.0,297
2378,11,39,50,2,2,18.0,1.0,82.0,297
2379,-6,12,6,2,3,18.0,1.0,82.0,297
2380,13,78,91,3,4,18.0,1.0,82.0,297
2381,24,56,80,3,5,18.0,1.0,82.0,297
2382,5,45,50,3,6,18.0,1.0,82.0,297
2383,86,5,91,3,7,18.0,1.0,82.0,297
2384,-8,47,39,1,0,18.0,1.0,82.0,298
2385,-10,100,90,1,1,18.0,1.0,82.0,298
2386,8,0,8,2,2,18.0,1.0,82.0,298
2387,-3,27,24,2,3,18.0,1.0,82.0,298
2388,2,74,76,3,4,18.0,1.0,82.0,298
2389,-6,50,44,3,5,18.0,1.0,82.0,298
2390,-49,100,51,3,6,18.0,1.0,82.0,298
2391,-4,29,25,3,7,18.0,1.0,82.0,298
2392,22,78,100,1,0,18.0,1.0,82.0,299
2393,11,89,100,1,1,18.0,1.0,82.0,299
2394,36,2,38,2,2,18.0,1.0,82.0,299
2395,25,33,58,2,3,18.0,1.0,82.0,299
2396,22,54,76,3,4,18.0,1.0,82.0,299
2397,28,30,58,3,5,18.0,1.0,82.0,299
2398,13,42,55,3,6,18.0,1.0,82.0,299
2399,12,65,77,3,7,18.0,1.0,82.0,299
2400,47,25,72,1,0,18.0,1.0,82.0,300
2401,3,88,91,1,1,18.0,1.0,82.0,300
2402,70,4,74,2,2,18.0,1.0,82.0,300
2403,40,36,76,2,3,18.0,1.0,82.0,300
2404,1,74,75,3,4,18.0,1.0,82.0,300
2405,70,11,81,3,5,18.0,1.0,82.0,300
2406,83,13,96,3,6,18.0,1.0,82.0,300
2407,65,10,75,3,7,18.0,1.0,82.0,300
2408,71,29,100,1,0,18.0,1.0,82.0,301
2409,15,85,100,1,1,18.0,1.0,82.0,301
2410,90,10,100,2,2,18.0,1.0,82.0,301
2411,95,0,95,2,3,18.0,1.0,82.0,301
2412,25,75,100,3,4,18.0,1.0,82.0,301
2413,63,37,100,3,5,18.0,1.0,82.0,301
2414,63,37,100,3,6,18.0,1.0,82.0,301
2415,88,12,100,3,7,18.0,1.0,82.0,301
2416,43,57,100,1,0,18.0,1.0,82.0,302
2417,0,100,100,1,1,18.0,1.0,82.0,302
2418,0,0,0,2,2,18.0,1.0,82.0,302
2419,11,89,100,2,3,18.0,1.0,82.0,302
2420,33,67,100,3,4,18.0,1.0,82.0,302
2421,84,16,100,3,5,18.0,1.0,82.0,302
2422,58,42,100,3,6,18.0,1.0,82.0,302
2423,100,0,100,3,7,18.0,1.0,82.0,302
2424,-4,77,73,1,0,18.0,1.0,82.0,303
2425,0,0,0,1,1,18.0,1.0,82.0,303
2426,-24,35,11,2,2,18.0,1.0,82.0,303
2427,-1,36,35,2,3,18.0,1.0,82.0,303
2428,-17,50,33,3,4,18.0,1.0,82.0,303
2429,-17,50,33,3,5,18.0,1.0,82.0,303
2430,-50,50,0,3,6,18.0,1.0,82.0,303
2431,8,23,31,3,7,18.0,1.0,82.0,303
2432,24,76,100,1,0,19.0,1.0,81.0,304
2433,0,100,100,1,1,19.0,1.0,81.0,304
2434,13,10,23,2,2,19.0,1.0,81.0,304
2435,39,23,62,2,3,19.0,1.0,81.0,304
2436,7,60,67,3,4,19.0,1.0,81.0,304
2437,34,12,46,3,5,19.0,1.0,81.0,304
2438,-7,15,8,3,6,19.0,1.0,81.0,304
2439,16,59,75,3,7,19.0,1.0,81.0,304
2440,0,87,87,1,0,19.0,1.0,81.0,305
2441,-4,83,79,1,1,19.0,1.0,81.0,305
2442,57,18,75,2,2,19.0,1.0,81.0,305
2443,14,13,27,2,3,19.0,1.0,81.0,305
2444,18,65,83,3,4,19.0,1.0,81.0,305
2445,60,14,74,3,5,19.0,1.0,81.0,305
2446,12,20,32,3,6,19.0,1.0,81.0,305
2447,-27,86,59,3,7,19.0,1.0,81.0,305
2448,0,50,50,1,0,19.0,1.0,81.0,306
2449,0,100,100,1,1,19.0,1.0,81.0,306
2450,0,50,50,2,2,19.0,1.0,81.0,306
2451,0,0,0,2,3,19.0,1.0,81.0,306
2452,58,18,76,3,4,19.0,1.0,81.0,306
2453,11,50,61,3,5,19.0,1.0,81.0,306
2454,53,47,100,3,6,19.0,1.0,81.0,306
2455,16,50,66,3,7,19.0,1.0,81.0,306
2456,24,76,100,1,0,19.0,1.0,81.0,307
2457,10,90,100,1,1,19.0,1.0,81.0,307
2458,78,10,88,2,2,19.0,1.0,81.0,307
2459,79,11,90,2,3,19.0,1.0,81.0,307
2460,63,37,100,3,4,19.0,1.0,81.0,307
2461,73,24,97,3,5,19.0,1.0,81.0,307
2462,91,9,100,3,6,19.0,1.0,81.0,307
2463,75,0,75,3,7,19.0,1.0,81.0,307
2464,0,100,100,1,0,19.0,1.0,81.0,308
2465,0,100,100,1,1,19.0,1.0,81.0,308
2466,20,11,31,2,2,19.0,1.0,81.0,308
2467,12,88,100,2,3,19.0,1.0,81.0,308
2468,22,76,98,3,4,19.0,1.0,81.0,308
2469,28,46,74,3,5,19.0,1.0,81.0,308
2470,29,45,74,3,6,19.0,1.0,81.0,308
2471,41,24,65,3,7,19.0,1.0,81.0,308
2472,-9,95,86,1,0,19.0,1.0,81.0,309
2473,-24,98,74,1,1,19.0,1.0,81.0,309
2474,1,87,88,2,2,19.0,1.0,81.0,309
2475,0,91,91,2,3,19.0,1.0,81.0,309
2476,0,100,100,3,4,19.0,1.0,81.0,309
2477,11,12,23,3,5,19.0,1.0,81.0,309
2478,0,0,0,3,6,19.0,1.0,81.0,309
2479,4,21,25,3,7,19.0,1.0,81.0,309
2480,-2,91,89,1,0,19.0,1.0,81.0,310
2481,0,100,100,1,1,19.0,1.0,81.0,310
2482,23,13,36,2,2,19.0,1.0,81.0,310
2483,4,37,41,2,3,19.0,1.0,81.0,310
2484,0,45,45,3,4,19.0,1.0,81.0,310
2485,0,55,55,3,5,19.0,1.0,81.0,310
2486,27,35,62,3,6,19.0,1.0,81.0,310
2487,0,42,42,3,7,19.0,1.0,81.0,310
2488,7,82,89,1,0,19.0,1.0,81.0,311
2489,0,100,100,1,1,19.0,1.0,81.0,311
2490,17,56,73,2,2,19.0,1.0,81.0,311
2491,47,24,71,2,3,19.0,1.0,81.0,311
2492,39,37,76,3,4,19.0,1.0,81.0,311
2493,-6,77,71,3,5,19.0,1.0,81.0,311
2494,19,78,97,3,6,19.0,1.0,81.0,311
2495,15,64,79,3,7,19.0,1.0,81.0,311
2496,0,50,50,1,0,19.0,1.0,81.0,312
2497,24,13,37,1,1,19.0,1.0,81.0,312
2498,0,50,50,2,2,19.0,1.0,81.0,312
2499,0,50,50,2,3,19.0,1.0,81.0,312
2500,3,47,50,3,4,19.0,1.0,81.0,312
2501,0,50,50,3,5,19.0,1.0,81.0,312
2502,0,50,50,3,6,19.0,1.0,81.0,312
2503,50,0,50,3,7,19.0,1.0,81.0,312
2504,39,50,89,1,0,19.0,1.0,81.0,313
2505,29,50,79,1,1,19.0,1.0,81.0,313
2506,0,50,50,2,2,19.0,1.0,81.0,313
2507,12,32,44,2,3,19.0,1.0,81.0,313
2508,16,74,90,3,4,19.0,1.0,81.0,313
2509,19,50,69,3,5,19.0,1.0,81.0,313
2510,16,50,66,3,6,19.0,1.0,81.0,313
2511,21,50,71,3,7,19.0,1.0,81.0,313
2512,0,100,100,1,0,19.0,1.0,81.0,314
2513,0,100,100,1,1,19.0,1.0,81.0,314
2514,25,75,100,2,2,19.0,1.0,81.0,314
2515,60,40,100,2,3,19.0,1.0,81.0,314
2516,0,100,100,3,4,19.0,1.0,81.0,314
2517,63,37,100,3,5,19.0,1.0,81.0,314
2518,75,25,100,3,6,19.0,1.0,81.0,314
2519,32,68,100,3,7,19.0,1.0,81.0,314
2520,13,67,80,1,0,19.0,1.0,81.0,315
2521,-4,90,86,1,1,19.0,1.0,81.0,315
2522,9,60,69,2,2,19.0,1.0,81.0,315
2523,-13,43,30,2,3,19.0,1.0,81.0,315
2524,7,83,90,3,4,19.0,1.0,81.0,315
2525,-1,25,24,3,5,19.0,1.0,81.0,315
2526,-1,73,72,3,6,19.0,1.0,81.0,315
2527,7,14,21,3,7,19.0,1.0,81.0,315
2528,10,76,86,1,0,19.0,1.0,81.0,316
2529,18,71,89,1,1,19.0,1.0,81.0,316
2530,0,39,39,2,2,19.0,1.0,81.0,316
2531,-3,16,13,2,3,19.0,1.0,81.0,316
2532,9,65,74,3,4,19.0,1.0,81.0,316
2533,27,50,77,3,5,19.0,1.0,81.0,316
2534,1,98,99,3,6,19.0,1.0,81.0,316
2535,26,18,44,3,7,19.0,1.0,81.0,316
2536,2,82,84,1,0,19.0,1.0,81.0,317
2537,13,73,86,1,1,19.0,1.0,81.0,317
2538,73,15,88,2,2,19.0,1.0,81.0,317
2539,64,14,78,2,3,19.0,1.0,81.0,317
2540,10,74,84,3,4,19.0,1.0,81.0,317
2541,65,19,84,3,5,19.0,1.0,81.0,317
2542,-62,84,22,3,6,19.0,1.0,81.0,317
2543,-56,77,21,3,7,19.0,1.0,81.0,317
2544,15,0,15,1,0,19.0,1.0,81.0,318
2545,14,0,14,1,1,19.0,1.0,81.0,318
2546,91,0,91,2,2,19.0,1.0,81.0,318
2547,-10,100,90,2,3,19.0,1.0,81.0,318
2548,0,100,100,3,4,19.0,1.0,81.0,318
2549,8,0,8,3,5,19.0,1.0,81.0,318
2550,7,0,7,3,6,19.0,1.0,81.0,318
2551,13,0,13,3,7,19.0,1.0,81.0,318
2552,1,93,94,1,0,20.0,1.0,80.0,319
2553,0,100,100,1,1,20.0,1.0,80.0,319
2554,10,7,17,2,2,20.0,1.0,80.0,319
2555,34,31,65,2,3,20.0,1.0,80.0,319
2556,17,58,75,3,4,20.0,1.0,80.0,319
2557,78,2,80,3,5,20.0,1.0,80.0,319
2558,17,66,83,3,6,20.0,1.0,80.0,319
2559,33,50,83,3,7,20.0,1.0,80.0,319
2560,0,50,50,1,0,20.0,1.0,80.0,320
2561,0,100,100,1,1,20.0,1.0,80.0,320
2562,-14,49,35,2,2,20.0,1.0,80.0,320
2563,-12,50,38,2,3,20.0,1.0,80.0,320
2564,-9,9,0,3,4,20.0,1.0,80.0,320
2565,0,50,50,3,5,20.0,1.0,80.0,320
2566,7,21,28,3,6,20.0,1.0,80.0,320
2567,1,10,11,3,7,20.0,1.0,80.0,320
2568,7,76,83,1,0,20.0,1.0,80.0,321
2569,10,81,91,1,1,20.0,1.0,80.0,321
2570,71,22,93,2,2,20.0,1.0,80.0,321
2571,25,73,98,2,3,20.0,1.0,80.0,321
2572,23,64,87,3,4,20.0,1.0,80.0,321
2573,54,31,85,3,5,20.0,1.0,80.0,321
2574,74,22,96,3,6,20.0,1.0,80.0,321
2575,-4,13,9,3,7,20.0,1.0,80.0,321
2576,-14,100,86,1,0,20.0,1.0,80.0,322
2577,0,100,100,1,1,20.0,1.0,80.0,322
2578,42,3,45,2,2,20.0,1.0,80.0,322
2579,-65,89,24,2,3,20.0,1.0,80.0,322
2580,19,78,97,3,4,20.0,1.0,80.0,322
2581,26,52,78,3,5,20.0,1.0,80.0,322
2582,56,39,95,3,6,20.0,1.0,80.0,322
2583,20,3,23,3,7,20.0,1.0,80.0,322
2584,5,95,100,1,0,20.0,1.0,80.0,323
2585,0,100,100,1,1,20.0,1.0,80.0,323
2586,25,50,75,2,2,20.0,1.0,80.0,323
2587,46,30,76,2,3,20.0,1.0,80.0,323
2588,45,30,75,3,4,20.0,1.0,80.0,323
2589,60,10,70,3,5,20.0,1.0,80.0,323
2590,75,25,100,3,6,20.0,1.0,80.0,323
2591,42,40,82,3,7,20.0,1.0,80.0,323
2592,30,70,100,1,0,20.0,1.0,80.0,324
2593,0,100,100,1,1,20.0,1.0,80.0,324
2594,65,0,65,2,2,20.0,1.0,80.0,324
2595,55,15,70,2,3,20.0,1.0,80.0,324
2596,26,74,100,3,4,20.0,1.0,80.0,324
2597,100,0,100,3,5,20.0,1.0,80.0,324
2598,3,97,100,3,6,20.0,1.0,80.0,324
